"campus","statistic","scene_count","start_date","end_date","median_surface_temp_f","mean_surface_temp_f","median_ndvi","mean_ndvi","mean_valid_observations"
"UCLA","median",4,2025-06-15,2025-07-09,102.788709008,103.221765064201,0.298471019989532,0.324035482663412,3.61354118194509
