"campus","statistic","scene_count","start_date","end_date","median_surface_temp_f","mean_surface_temp_f","median_ndvi","mean_ndvi","mean_valid_observations"
"UC Santa Barbara","median",3,2025-06-22,2025-07-08,96.6793400600001,93.9619010232391,0.298176739245369,0.273522869754473,1.96451330750968
