"campus","statistic","scene_count","start_date","end_date","median_surface_temp_f","mean_surface_temp_f","median_ndvi","mean_ndvi","mean_valid_observations"
"UC Berkeley","median",4,2025-06-20,2025-07-14,95.5411394,92.9064318597011,0.420186011874962,0.442231457264831,3.99878787878788
