"campus","statistic","scene_count","start_date","end_date","median_surface_temp_f","mean_surface_temp_f","median_ndvi","mean_ndvi","mean_valid_observations"
"UC Irvine","median",4,2025-06-15,2025-07-09,101.841233864,100.833266917168,0.365002989807062,0.37990538241263,3.96471162563638
