"campus","statistic","scene_count","start_date","end_date","median_surface_temp_f","mean_surface_temp_f","median_ndvi","mean_ndvi","mean_valid_observations"
"UC San Diego","median",4,2025-06-16,2025-07-10,96.765474164,94.8033058903367,0.310248736676287,0.328118452886371,2.93925359108605
